sentimen,review
1,liptint ini benerbener cair banget kek air di saya kalau buat diombre basenya lipcream langsung nyerep begitu jadi bikin si lipcreamnya pada crack huhu jadi haru diakalin dulu warna cantik bangettt di muka saya bikin cerah tapi liptint ini lama lama bikin bibir ku kering banget begitu loh karena dia yang sistem langsung ngeresep bibir jadi susah buat dibersihin walaupun make yang bahan oil dia tetep ninggalin jejak dan bikin bibir ku lama lama item huhu tetapi sempet tidak bisa lepas dan tetep saya pakai sampe abis tengah telah itu saya kasih ke temen ku biar saya lupa wkwkwk
1,transfer proof longlasting warna bagus untuk remaja atau dewasa muda cocok sangat buat daily use atau acara formal sekalipun tidak bikin bibir kering tetapi enak pakai lipbalm telah beberapa menit make liptint ini biar sehat saja sih bibir
2,smitten pigmented banget tahan lama juga coba warna pinknya lebih soft pasti cucok deh kurang emang dia tuh bikin bibir kering yang milik bibir cepet kering mending pakai tint wardah saja salah review warna sayang kalau hapus hehe
1,produk bagus banget dipake kalau emang kulit bibir cerah cuma pas saya pakai produk malah gumpal di tengah malah di bibir bagi atas warna produk tidak keluar sama sekali harga affordable dan bau jg wangi
1,liptint nya ringan banget dan tahan lama tidak bekas di gelas saya pernah coba taro di tangan dan sampe besok itu tidak ilang omg bagus itu tetapi pilih warna nya dikit but its okay lah recomended for teens bnget
1,tekstur kinda watery tetapi tidak seperti etude masih gampang diblend kalau mau dijadiin ombre shade ini cocok banget kalau mau dijadiin ombre yang bikin look liat lebih fresh cuma karena bibir super kering mau pakai produk liptint apa jadi selalu kering masuk ini dipake hari plus makan minum masih ngestain
1,warna pigmented tidak bikin kering meski tekstur juga tidak lembab banget sayang saya agak kurang cocok dengan wangi wangi sirup anak anak tetapi cara warna dan tahan lip tint ini oke banget sih
1,lip tint baik sudah murah kualitas oke milik very pigmented long lasting dan tidak bikin kering saran untuk emina coba dong bikin inovasi warna yang lebih banyak jangan cuma tiga biar bisa milik koleksi lip tint ini lebih banyak hahaha but overall good job emina this lip tint better than etude house dear darling tint and tony moly tint
2,ini liptint ter tidak bikin kering so far yang ku cobain tidak tahan kata orang sih tetapi emang staining powernya gabisa bilang biasa saja sudah tidak kering staining power ok warna jg ok harga ok teksture wise dia watery tetapi tidak yang sampe mirip etude water tint jg kalau di ombre doi jg masih bisa diblend luv
1,wow ketika mau tulis review ini saya baru sadar kalau nyata this won an award tidak wonder at all this is currently the best drugstore liptint i have ever tried problem dengan liptint adalah bikin kering dan warna cuma masuk ke dalem bibir jadi benar seperti orang panas dalam well mungkin memang itu tuju kali ya but i have always wanted a lip product that gives color ons the whole lip without having to feel like i m wearing one and this product granted my wish i use the shade scarlet sudah sangat juara lah kalau untuk makeup buru buru atau buat ke kampus doang i cinta everything about it will def repurchase
1,ini lip tint dari produk lokal pertama yang saya cobain dan langsung suka warna saya banget agak pink yang ungu begitu tetapi kalau di saya tetep cocok untuk daily tekstur watery banget dan tidak bikin bibir kering bisa nutupin seluruh bibir juga gantung kita mau pakai full lips atau ombre meski tanpa base sudah repurchase dan seperti akan terus repurchase
1,liptint lokal keluar emina ini tekstur watery sangat jadi ringan dan cepat resap di bibir warna juga cantik cantik sayang di saya tidak tahan lama dan justru bikin bibir makin kering kerontang
2,neng deh rasa bisa nemuin liptint yang cocok di saya dulu saya benci sangat pakai produk tint kaya gin mau bagus dan mahal apa pun produk nya pasti bikin bibir saya kering dan ngelupas juga warna nya selalu stuck di bibir dalam saja jelek lah pokok sampe akhir saya cobain emina ini produk nya wangi kaya obat batuk agak sedikit pahit kalau jilat wkwk warna nya pigmented dan tidak bikin kering shade nya juga lumayan cocok di kulit sawo matang cuma saya lebih prefer kalau dia nambahin shade baru yang merah gelap vampy begitu yaa tetapi cara seluruh produk ini bagus sangat dengan harga yang jangkau dan pasti aman karena dia bukan produk abal local proud
1,cuma mau bilang terima kasih emina yang sudah cipta liptint ini sukak banget kalau di pakai di bibir dan agak sedikit bahaya sih kalau dipake lagi puasa karena seperti ada rasa begitu dan kalau mau coba pakai ini buat blush ons hati hati ya kalau bisa tang dulu saja karena dia nge set nya cepet banget
1,emina ini dia tidak terlalu tahan lama bibir tetapi suka saja pakenya warna cocok di kulit saya dan cocok banget dipake seko dan jalan jalan overall kalau abis mau beli lagi buat dipake rumah atau kalau jalan santai
1,packagingnya ya b saja begitu watery banget kalau gacepet di set jadi seperti nemplok banget bibir wangi kaya apa yaaa jenis sirup begitu harga kisar k waktu beli beli warna yang warna nya tidak banget di bibir saya fanta banget asliiii kalau yang bibir kering saya sangat tidak rekomendasi ini bayangin saja tiap pakai ini entah pagi atau siang malemnya bibir selalu ngelupas sampe yang darah begitu dan selalu seperti begitu tiap nge apply dia bibir selalu nyoba agar dia engga bikin kulit bibir ngelupas tetapi tetep saja bgitu maaf banget ini tidak banget di saya saya sudah make peripera itu sudah kering tetapi ini lebih kering repurchase big tidak
1,dia pertama di pakai warna nya cantik merah hampir ke mauve begitu deh tetapi lama lama jadi ilang warna nya dan bibir jadi liat jelek saja begitu dan tidak tahan lama pakai minum saja kadang sudah ilang
1,light banget karena teksturnyabjaya air mirip benetint nya benefitt tetapi yaa begitu warna kurang pop di saya suka pakai ini kalau bawah kasih lipcream yang lebih cold tone alias buat ombreeee
1,suka sama liptint kaya gin buat daily karena type bibir saya yang gampang sangat kering saya jadi kurang suka pakai lip cream karena pasti bakal ngegumpal begitu sama bibir kering yang ngelupas jadi saya pakai ini yang tekstur cair banget jadi dia ngeresap di bibir hehe liat sehat saja begitu bibir wangi enak rasa manis bakal repurchase terus kaya ini mah sudah jatuh hati
1,bagus banget sih tekstur cair banget jadi pas di aplikasiin gampang engga bleber mana mana begitu gampang banget kering dan tahan lama cocok banget buat ombre lips karena warna cantik banget
1,warna saya suka enak dipake juga seperti water tint lain tidak asa pakai apa gtu ringan banget tetapi meski ini tidak nyelip di lipetan bibir seperti lip tint water base lain dia pas saya pakai suka lari ke tengah bibir jadi selalu jatohnya ombre lips gtu abis makan juga ini baru nyelip di lipetan bibir gtu kadang jadi liat patchy tetapi untuk makeup ringan ini cocok banget sih
2,liptint emina ini warna seger bangetttt saya pakai shade ini sama sunglow cantik dipakenya cuma kering sangat sangat parah huhu tekstur cair tetapi tidak susah kok di blendnya overall suka cuma gasukanya bikin kering ajaa sihh repurchase maybeeee mau coba liptint wardah dulu
0,daya tahan liptint ini saya kasih jempol deh hehe manteup yang scarlett ini warna merah ungu pink begitu deh belum pakai liptint ini harus pakai lipbalm dulu biar cegah bibir kering karena liptint ini turut agk kering sih waktu itu saya sedang makan nasi ayam goreng ayam nya minyak banget karena habis goreng telah saya makan minum masih ada nempel bibir walaupun warna pudar sedikit kalau liat turut warna makin natural hbs pakai makan hehe
1,bingung sih gatau suka apa engga sama lip tint ini tekstur nya sama kaya liptint lain warna nya juga ku fikir bakal bagus karena dark red tetapi begitu pakai kok aneh yah ada wangi dan rasa nya kaya rasa obat batuk anak yang rasa cherry nasih coba untuk jatuh cinta sama liptint ini pakai atas lipgloss juga tidak bisa nyatu sih tidak bakal repurchase sih seperti
1,natural bangettt hasil cocok buat dipake wakilin sekolah kalau ada lomba atau event begitu pros murmer warna natural buildable kaya ada wangi begitu tidak bikin kering banyak yang jual baik offline maupun online tidak terlalu merah di bibir saya cons kalau bibir lagi kering tambah ngeringin benar abis makan tidak langsung ilang banget sih tetapi butuh reapply
1,suka sangat sama tekstur yang watery pigmented dan lmyn longlasting sih turut saya tpi warna krg cocok sama skintone saya yang medium waktu awal apply bagus sih warna tetapi lama ubah jdi ke ungu begitu bikin bibir saya ashy
1,liptint lokal pertama yang saya beli dan langsung jatuh cinta itu sama produk tidak bikin bibir kering tidak cepet ilang dan yang sangat saya suka itu tekstur nya yang watery jadi langsung resap ke bibir pas banget buat makeup kalau lagi buru buru
1,liptint lokal baik turut tahan lama sudah begitu gampang banget di aplikasi cuma tekstur yang cair agak susah juga sih diratain karena cepet kering wangi juga lumayan enak warna pas banget di kulit indonesia cinta it
1,racun karena semua teman kos milik liptint nya emina beli ini karena suka sangat stlh beberapa kali coba puny teman dan emg bagus itu sih apalagi kalau di ombre sm smitten beuhhhh jadi wishlist deh si smittenny wkwk emina tidak pernah gagal di saya luv u emina
1,tekstur watery sangat which i likeee dia ringan di bibir dan tidak bikin kering ini tidak yang ngegumpal kaya sariawan begitu tetapi grgr itu jdnya gagitu tahan lama ya packagingnya juga lucuu dan compact tetapi turut range warna ada yang kurang sihh kalau bikin warna merah yang lebih maroon tua begitu fix tambah mantap
1,lip tint suka ku banget nggak bikin kulit bibir ku kering dan jugaaa warna bagus banget harga turut saya nggak mahal kantong ajar bakal repurchase terus sih dan juga bakal rekomendasiin ke temen temen ku
2,sorry but nothing special bout this one cuma tekstur tidak buat bibir kering dan warnnya juga bagus kalau lagi ken bare face dan tidak pede dengan bibir hitam bisa diakalin dengan make ini doang kurang tahan lama juga
0,tekstur turut saya beda dengan watery gel tint pada umum karena lip tint dari emina ini lebih cair tidak lengket dan tidak gumpal pokok the best deh ganyesel beli heheee
1,awal pakai suka pink agak kemerahana tetapi lama lama jadi seperti ungu di bibir tetapi warna tahan lama sizenya juga lucu enak di bawa bawa dan harga juga jangkau minus tidak bikin bibi moist lebih agak ke kering sih kalau di saya
1,packagingnya mungil travel friendly sangat warna merah berry begitu dan warna kek gin di bibir gelap tidak terlalu cocok di saya bikin bibir kering walaupun bibir ud diprepare dan tahan jam harga murce beb jadi worth to try kalau emg penasaran
1,beli ini karena penasaran dan kena racun beauty influencer surprisingly suka banget sama liptint ini warna merah tetapi masih ada hint pinknya tekturnya cair banget tetapi tidak bikin kering warna rata begitu bibir tahan juga lumayan lama
1,weh masuk best of beauty nya fd ya gila sih emang warna cakep tahan lama dipake makan jg tidak hilang jadi rona begitu cantik pokok murah pula sekali diapply harus cpt diblend karena dia cepet ngetrep bibir kalau tidak keburu diblend ntar dia malah rata satu titik doang pingin sih ada warna lain karena warna lain kyk tidak cocok begitu sih bibir saya kalau bisa ada varian baru yang lebih pink nude begitu mungkin bakal hype hehe
1,produk turut so so saja ya seperti tony molly begitu yang tipe watery tint tekstur super duper watery jadi bakal super gampang hilang bikin harus sering touch up bau kurang enak juga tetapi rasa manis
1,lip tint lokal cinta first ringan sangat di bibir tidak bikin kering tahan lama warna bagus sangat harga masuk kantong ajar dia saya sudah bulan dan tinggal sedang padahal saya pakenya tiap hari recommend sangat deh lip tint ini
1,sebenernya saya tidak terlalu suka lip tint tetapi saya coba coba saja jujur untuk wangi enak tpi tidak suka pas lagi ngolesin ke bibir kadang hasil tidak semua kena liptintnya dan bibir ku jadi kering
1,makan racun racun beauty vlogger kata bagus sangat dan tahan lama padahal tidak tahan lamaa sekali oles emg keluar warna tpi menit sudah hilang warna aroma saya tidak suka dan rasa rada pahit gtu
1,warna nya bagus salah satu produk lokal yang saya suka walopun tidak tahan lama tetapi cocok dengan harga segitu dan kalau dipake ada rasa nya antara shade emina lip tint ini yang sangat bagus kalau untuk repurchase engga si
2,dari warna bagus dan pigmented dari aroma pun tidak ganggu sama sekali untuk packagingnya sederhana tarik kecil jadi mudah bawa mana mana tetapi yang minus poin dari produk ini turut saya itu kurang longlasting sekali guna untuk makan atau minum warna langsung pudar bahkan hilang tetapi tetap bisa di build up kalau ingin lebih tahan lama
1,sebenernya suka ama warna texturnya tetapi entah kenapa di bibir tidak cocok habis pakai liptint ini bibir jadi kering pecah mungkin ada kandung yang tidak cocok di saya so bakal ganti lain deh
2,ini tekstur benar aiir banget bau produk ky obat batpil sirup begitu kl makan rasa manis saking air jadi sering makan begitu produk padahal liat review orang produk ini tahan itu dipake makan masih ttp stay but it doesn t work for me sedih sangat di saya benar tidak begitu telah kupake makan yasudah it was gone hanya sisa di bagi garis atas bibir dan garis bawah bibir saja dan ketika di touch up malah jadi aneh ky tengah bibir kosong tidak isi malah makin jelas ngisi garis atas dan garis bawah bibir saja sedih itu akutu
1,pakai ini kalau bibir emg sedang kering atau sedang males to much make up selamat malas makeup kalau sedang ken tetep cantik bibir natural tetapi tetap cool cinta it cmn minus tahan saja sih cepet ilangnya jadi harus rajin retouch biar ttp ons
1,pilih scarlet karena banyak yang bilang bagus nyata iya bangetttt padu warna merah sama ungu itu cakep sayy dan juga tidak kering di bibir yang gersang ini overall puas banget sama lip tint emina ini packagingnya mini jdi mudah bawa di sempilin di tas kampus hehe
1,lip tint dua ku stlh varian yang sunglow wrnanya tidak trlalu nutup bibir pinggir ku yang hitam dan krg sreg sih sma wrna yang ini masih ttp cinta sma wrna yang sunglow tpi liptint emina sma bkin bibir kering jdi disaranin pakai lip balm dlu bwt tahan dia ttp stay wrnanya cmn ya kl tidak pakai lip balm bkin ngeletek kulit bibir dgn wrnanya yang masih nyantol di bibir
1,warna cantik banget mayan tahan lama tetapi terlalu watery sih sometimes bikin bibir kering kl kondisi cuaca sedang tidak bagus recommended but masih ken coba coba liptint lokal lain buat jadi comparison
1,saya beli ini karena penasaran saja sama lip tint karena jujur saya tidak terlalu suka lip tint karena bikin bibir saya kering wangi saya suka tetapi sayang bikin bibir kering jadi tiap saya mau pakai saya pasti pakai lip balm dulu biar bibir saya tidak kering
1,lip tint dua emina yang saya cobain ekspektasinya warna natural kaya temen temen nyata di saya lain waktu dipake jatohnya lebih ke marun gelap apa ya nama hehe bisa diakalin akhir diombre buat bagi dalem bibir saja formulasi sama seperti shade sunglow rasa juga seperti sirup obat batuk won t repurchase sayang saya sih tetep sunglow oh ya karena tutup putih hati saja sih gampang kotor pouch make up yang rapih biar putih itu tidak kotor dan liat dekil
1,liptint murah lokal yang bagus ya emina dia tidak bikin bibir kering sumpah hasil juga bagus yang nomor ini merah agak pink begitu cantik deh warna stay nya juga bagus dan tidak bikin bibir kering itu yang penting si
1,tekstur cair dan warna cantik banget produk yang bikin bibir liat seger dan rarely touch up lip tint ini tidak cocok buat di taro di pipi kalau di saya karena susah nge blendnya dan bekas lama banget ilang malah makanya kalau di bibir awet banget di kemas lucu ukur pas buat bawa bawa
1,warna bagus sangat tidak bikin bibir pucat tekstur lumayan cair kalau makenya banyak bagi dalam bibir lngsung kering dan cracky gtu jadi makenya tipis saja saya pakai ini buat daily seko atau mau jalan cepet biar bibir tidak pucat tidak terlalu tahan lama sih jdi kadang reapply lagi but overall ini liptint warna terfav saya
1,suka banget sih sama product ini seperti produk emina yang lain harga murah tetapi tidak murah warna cantik formula ringan ya walaupun tidak begitu tahan lama tetapi ya sesuai deh dengan harga yang jangkau
1,sukaa banget sama liptint ini selain warna bagus tekstur juga cair bibir tetapi enak banget pas dipake turut ku ini liptint baik sih saya lebih suka ini drpd liptint korea produk gampang di temuin
1,wangi enak dan rasa juga enak manis gtu tetapi tidak tahu kenapa di bibir saya jatuh bakal kering banget sampe ngelupas lebih kering daripada make lipcream matte dipakein lipbalm belum pun masih kering tidak cocok sih di saya repurchase tidak
1,liptint enak telah blp cantik sekali warnanyaa apalagi di tambahin lipgloss buat ombre sama lipcream juga mantul turut dia tidak terlalu longlasting kalau makan bar bar tekstur cair warna pigmented bisa di pakai buat ombre atau full lips tidak suka wangi terlalu nyentrong entah mengapa yang warna ini kalau di pakai ada kesan cekit cekit
1,salah satu liptint yang bagus banget di bibir warna nya nempel dan tidak ngeblock kesan natural terus fresh begitu aroma nya juga wangi seperti permen tidak bikin kering malah bikin bibir lembut suka sangat
1,liptint pertama yang bikin bibir tidak keringg direkomendasiin sm teman nyoba emina bau kyk bau obat batuk apa begitu agak ganggu sm bau warna yang ini bagus sangat bisa bikin bibir jadi warna natural bisa jg jadi tebel liptint merk lain kalau bibir tidak ngecover semua cuma bibir bagi dalam doang terus bikin kering sangat sampe ngelupas begitu tetapi ini emina ngecover semua tetapi sygnya cepet ilangnyaa huhu tidak tahan lamaa tetapi overall bagus bgtt
1,lip tint terbaaaaiiikkkk dan terbaagguusss cinta banget sama produk ini tidak cuma bagus di bibir tetapi di jadiin blush ons juga bagus banget hampir tiap hari pakai lip tint dari emina warna saya suka sekali
1,bagusss awal pakai shade yang smitten bagus juga tetapi nyata saya lebih suka sama yang scarlet ini cocok begitu di saya kalau mnrt kuuu saya awal lihat temen saya pakai shade yang scarlet ini bagus di dia yauda saya beli dan nyata iya bagus
1,saya neng sangat pas tahu product local ngeluarin liptint yang formulasi sama kaya product luar benar benar keren dan bantu saya untuk jadi simple dan buat mudah natural makeup look acu untuk kampus formulasi ringan banget harga jangkau daan warna tahan lamaa banget
1,lip tint cinta suka itu sama lip tint ini belum pakai lip tint dari wardah terus coba ini nyata cocok apalagi bibir ku agak gelap dan lip tint ini bisa ngecover itu walaupun tidak tahan lama dan harus di touch up tiap habis makan dan agak bikin bibir kering sih tetapi bisa atas kalau pakai lip balm belum pakai lip tint ini
1,liptint yang cukup bagus si gampang dipake warna ngejreng tidak bikin bibir ngelupas dan cukup awet abis makan minummm repurchase i think tidak karena lama lama kok rasa ungu sangat bibir kalau pakai ini jdi kalau daily siang siang rada bagaimana begitu
1,ini lip tint baik turut dari sekian banyak lip tin yang saya cobaa warna nya ini pas banget di bibir saya repurchase tentu
1,entah kenapa saya kurang suka sama si dia kenapa karena tiap kali abis make si dia bibir pasti bakal langsung kering ngelupas begitu tetapi banyak banget temenku yang nyerbu emina magic potion ini tiap kali saya bawa ke sekolah dan di pakai bibir temen temen ku mereka sama sekali nggak ngerasain kering bibir
1,beli ini awal karena penasaran dengan produk liptint lokal dan jadi suka warna ada tau dan saya milih yang merah begitu bagus buat di ombre ke bagi tengah bibir atau pakai ke seluruh bibir juga belum pakai ini pakai lipbalm dulu yaaa
2,ini liptint pertama yang saya cobain gampang buat diaplikasiinnya lumayan tahan lama kalau dipake makan ya langsung ilang tetapi masih ninggalin sedikit stain di bibir tetapi sayang warna terlalu tua di saya kaya jadi agak kurang cocok bibir jadi kering juga sampai ngelupas huhuu buat full lips saya tidak tetapi kalau buat di ombre bagusss asal pakai pelembab dulu biar tidak terlalu kering
1,ini liptint turut bikin kering deh formula nya cair banget tetapi dia bikin bibir ku jadi kering sebenernya warna nya cocok banget sama saya cuman dia bikin bibir ku kering seperti pecah pecah begitu huhuhu im sorry emina
1,cinta itu sama liptin yang satu ini benar super pigmented banget dan harga sangat jangkau dan benar bikin wajah cantik pas sama bibir huhu rasa penen koleksi semua liptinnya dari emina dan i cinta
2,telah sekiann banyak liptint saya coba akhir saya temu liptint yang beneran magic selain saya suka aroma yang wangi buah buah stainn liptintnya juga tahan lama dan dia cocok buat di blend dengan lipstick apa jadi cocok untuk ombre kalau mau liat natural saja juga cocok packagingnya yang kecil juga praktis di bawa mana mana jadi tidak ribet kalau mau touch up liptint ini harus selalu ada di tas saya pokok
1,ini sudah botol yang ke suka itu tekstue dan finish nya oke banget pakai lipbalm dulu abis itu swipe ini terus di tap tap pakai jari di jaminnnn kadi unyuk banget suka banget sama makeup yang bikin muka liat cantik natural hehehe ini adl salah satu lengkap di tidak makeup makeup look hihihi
1,ini liptint yang awet banget pakai makan dam minum nggak transfer dan masih ngestain warna nya cantik merah ungu begitu kalau di saya cuma sayang nya super kering dipakain lipbalm juga tetap kering rasa seperti bibir tarik begitu padahal ken coba yang sunglow tetapi nggak tahan sama kering
0,liptint yang seger banget wangi warna juga wearable semua even yang warna orange itu dipake juga masih bagus saja saya pakai ini biasa abis mandi belum pakai ini pakai lipbalm dlu terus baru liptint emina hasil bikin bibir lembab dan freshh kaya warna asli bibir saja liat bibir bibir sehat begitu
1,pas launching langsung beli range colour nya basic yaa seperti liptint biasa red pink orange tetapi warna merah tidak terlalu merah jadi saya suka suka saja formula juga bagus gampang di blend agak cair saya biasa pakai ini diombre pakai lipstick matte tetapi bau agak ganggu kaya wangi obat batuk sirup
1,liptint local favorit saya saya memang cinta liptint dan sudah repurchase sangat karena cinta itu sempat paling coba liptint lokal lain tetapi sayang saya tetep si magic potion ini dari segi packaging mini begitu hanya ml nettonya pocketable banget lah tetapi jujur ini bisa pakai hingga bulan padahal pakai tiap hari huhu luv tekstur cair banget karena menang water based suka sama warna nya cantik
1,cinta and hate sih sebenernya sama produk ini lovenya ini produk liptint yang akhir bisa dipake di bibir gelap saya warna jadi warna bibir natural tint warna juga ada lumayan nampak kalau pakenya dikit dikit warna cantik banget aseli kalau kondisi bibir lagi bagus bagus beh perfecto hatenya tekstur agak watery buat saya jadi bikin kering telah jam pakai kalau pas di bagi kulit bibir yang lagi kering tintnya gabisa diapus jadi liat ngeblok di area mesti tib pakai lip product lain yang lebih ada coveragenya biar tidak liat kering ngeblok terus kalau pakenya banyak warna malah jadi pink ungu di saya saya kira warna bakal merah yang beneran merah cabai so warna agak di luar ekspektasi saya sih
0,warna nya agak ungu di kulit beda sm yang di packagingnya tetapi lumayan bgus liptintnya jg tahan lama tidak bikin kering di bibir dan harga jg murah pas sangat untuk harga anak sekolah wangi jg tidak nyengat atau nusuk gtu
1,so far liptint ini bagus dari segi warna dan tekstur saya suka banget sayang bikin bibir kering biasa sih saya akalin belum pakai ini saya pakai vaseline or lip balm emina yang oh kissable bibir jadi anti kering kering club dong
1,ini liptint bagus langsung cinta sama ini liptint tetapi di gua malah bikin kering tetapi sukakk harga nya juga jangkau sangat cocok sangat buat remaja tidak menor menor dan tidak norak warna nya sudah begitu gampang bawa mana mana packaging nya kecil lucu gituu cinta sangat sama produk produk nya emina
1,sempet galau dulu karena pikir padti merah banget yang sunglow saja orange jadi kaya merah tetapi nyata bagus dong beli yang mini sebenernya tekstur cair banget agak bikin kering jadi harus pakai lipbalm packaging lip min juara sih pakai kaca bening gemes begitu
1,warna suka bangett warna red berry begitu cocok di saya jadi liat lebih fresh dipake natural bisa bold pun bisa gantung layer nya saja buat ombre juga bagusss ringan cukup longlasting dan wangi nya itu loh mirip fanta bukan si gemesss sudah repurchase sangat
1,lip tint lokal dengan harga jangkau yang kualitas bagus banget tekstur agak cair dan warna keluar banget cukup tahan lama dan wangi enak warna scarlet ini sangat bagus sih turut
0,parah suka banget dong saya sama produk ini wangi banget liptintnya sama warnamya juga pas begitu di bibir saya kemas ya spt biasa mudah bawa mana juga first impression pakai ini lgsg suka banget sudah sering sangat repurchase
0,ini liptint pertama buat saya dari awal nyobain tester nya langsung jatuh hati dan rela langsung beli walaupun uang pas pas tekstur nya tuh tidak cair seperti liptint biasa tekstur liptint ini tu tengah tengah antara kental tetapi juga cair warna nya keluar banget di bibir awet juga liptintnya terus tidak bikin bibir kering walaupun di pakai kali kali tanpa pelembab bibir worth to buy sangat si liptint ini moga kalian yang bacakeracunan liptint inj juga guys
1,lip tint versi lokal yang emang mirip mirip sama produk milik korea jadi buat yang mau coba lip tint kualitas lumayan dengan harga yang sahabat bisa coba ini untuk longlastingnya patut di acung jempol cuman tetep buat bibir yang suka lopek semenjak banyak pakai lip tint tetep tidak ngaruh huhu cuman nempel di bagi dalem bibir saja
1,beli ini garagara diskon dishopee murce jadi k saay hehe emang juga nasar si kata bagus dari segi packaging dia simple si doff begitu tidak gampang pecah untuk warna dia dari luar liat merah banget tetapi pas saya swatch dia agak ngepink tetapi masih masuk diskin tone akuu hasil natural wangi saya suka banget kena lidah juga manis tidak pait wkwkwk buat tahan dia lumayan ngestain tidak transfproof ajak minum ok ajak makan agak hilang si cuma tidak beranta kesan overall saya suka
1,lip tint emina yang warna scarlet ini bagus dari sisi warna dan tahan harga jangkau untuk para remaja tidak heran sih kalau booming banget di kalang remaja warna kalau aplikasi tipis tipis bakal liat seperti warna pink fanta yang bikin wajah lihat lebih fresh apalagi untuk remaja kalau aplikasi dengan tebal bakal liat banget warna ungu pink yang turut lebih untuk pakai remaja inti lip tint ini bagus dan recommended
1,liptint saya sejak saya kenal emina apalgi scarlet dia seperti red gtt dan cocok sangat buah bibir saya yang gelap tahan lama sekitar jamaan bikin liat fresh dan mudah sangat diaplikasiinnya dan tidak bikin bibir saya kering saya sukak poko makna sampe repurchase
1,liptint lokal yang saya suka warna nya pas sangat buat daily makeup tidak bikin kering dan agak tahan lama sih di saya cuman terkadang saya ngerasa dia kalau ud diaplikasiin warna nya ngegumpal di satu bagi jadi macem ada yang ilang di bagi lain cuman itu kadang sih jadi so far so good karena ini warna pas sangat buat bibir saya
1,liptint favorit semenjak emina keluarin ini produk shade favorit jugakk saya emang cinta liptint karena bibir lebih liat natural saja begitu dan karena magic potion ini semagic itu so beneran saya jadiin daily lipcare
1,salah satu liptint favorit warna bagus dan cocok di saya saya make dari pagi sampe malem cuma touch up sekali doanggg benar se tahan lama itu mau makan seperti apa liptint ini tetep stayyy dan agak susah juga ngehapus nya turut saya karena saking stainnya liptint ini tetapi okeyy
1,untuk buah lip tint lokal ini tuh lucu masa kecil enak buat di bawa mana mana terus dia juga enteng gtu dan aplikatornya ok turut tetapi entah kenapa produk tidak ok kalau dipaks ebih ke saya yang tidak cocok si karena emg tiap pakai lint cuman kaya ngegumpal di satu bagi saja so repurchase maybe tidak sih ya walaupun sebenernya kalau saya mau pakai banyak produk dia cukup ok di jadiin base tetapi so sorry terlalu menor kalau harus pakai tebel begitu
1,jujur ni liptint enak banget tekstur enteng sangat dan saya emang lebih suka liptint yang tekstur kaya emina ini awet juga dongg walaupun sudah makan tidak bikin bibir saya kering juga ini liptint lokal yang sangat saya suka sihhh jauh ini
1,suka semua sama liptint emina pertama kali launching langsung beli nya dong dan awet bangettttttttt tiap hari selalu pakai mana ajaaaa cinta banget dahhhh tidak nyesel beli ini bakal beli lagi
0,liptint pertama saya dan langsung suka banget honest review dari saya ini ringan banget apalagi tekstur air begitu tidak buat bibir jadi pecah bau dan rasa jg enak tidak kimia begitu tetapi sayang kurang tahan lama untuk hari harus touchup lagi makanya saya ngasih bintang
1,lip tint pertama saya tetapi langsung suka itu lip tintnya tidak terlalu cair gampang aplikasi lumayan tahan lama dan tidak bikin bibir kering tetapi jangan lupa kudu pakai lip balm dulu kalau bibir kering ya guys beli pas lagi ada diskon dari official storenya worth it to buy guys
1,liptint yang sangat pigmented dan tahan nya bagus banget salah satu emina ini gatau mau se excited apa saya sama liptint ini karena warna nya yang super duper bagus untuk daily dan saya makan pun tidak ilanggg tcoyy
1,liptin pertama akuu dan saya suka buat para remaja cucok banget yang gasuka pakai lipstik dan benar ringan buat hari mau ngetik segitu doang tpi minimal karakter capek ngetik niih hahahaahaa
1,suka banget liptint pertama yang saya habisin sampe kais ngais pertama agak kecewa karena warna berry nya lebih ke ungu magenta tetapi nyata cantik banget kalau pakai tipis tipis pigmentasi ada tidak bikin kering mantap
1,product satu ini bagus banget benar benar tahan lama dan gabikin bibir kering selain itu juga warna natural cocok buat di pakai ke kola atau ke kampus luv this product suka semua shadenya tetapi yang benar fav sih shade scarlet
1,jujur suka banget sama produk iniii kalau dari luar tuh liat seperti merah banget tetapi kalau sudah di pakai tuh benar natural bangett di bibir dan benar benar tahan lama gituu harga juga masuk murahh
1,i m not a big fan of lip tint but this one is exception one of my empties cepat di tahun ini sering itu pakenya karena tekstur enak tidak bikin bibir kering warna pas dan yang pasti harga affordable
1,saya suka banget sama product lip dari emina ini karena liptintnya itu tidak bikin bibir kering dan tahan lama juga di bibir wangi juga manis enak gituuu haha terus harga juga tidak mehonggg kaya liptint yang lainn worth bangeudd buat remaja kaya saya eminaa besttt pokok luv luv ama ini btw saya suka sama yang scarlet warna bikin kulit lebih cerah
1,liptint favorit saya saya suka karena dia warna yang sangat merah tetapi merah rada tua begitu bagus sangat turut saya bisa sangat buat ombre atau full lips dan tidak bikin jelek pas dipakek tekstur yang cair juga tidak bikin kering sama sekali di bibir saya cinta sangat sm liptint yang warna ini
1,produk liptint pertama yang saya milik saya suka dengan produk ini karena saat diapply ke bibir tidak hanya stain satu titik seperti liptint yang lain warna juga bagus semua selain warna scarlet saya juga milik sunglow dan smitten kalian wajib coba dan milik produk ini
